0.30981445,0.9506836,0.25390625,0.23608398,0.26708984,0.58251953,0.953125,-0.045262,0.039772,1.013576,0.040775258,0.03359759,-0.00030543262,0.44394,-0.3633,-0.91252
0.2541504,0.9506836,0.29956055,0.17773438,0.3581543,0.6501465,0.95336914,-0.040992,0.039101,1.019432,0.04734206,0.037415497,0.00076358154,0.44002,-0.36806,-0.91434
0.31176758,0.9511719,0.25219727,0.23828125,0.26391602,0.58032227,0.953125,-0.043676,0.041784998,1.0158939,0.04230242,0.03268129,-0.0018325957,0.43638,-0.36134,-0.91686
0.25195313,0.9501953,0.30078125,0.17626953,0.36132813,0.65234375,0.953125,-0.0427,0.039284002,1.016626,0.044593163,0.031001411,-0.00076358154,0.4445,-0.36526,-0.91811997
0.31298828,0.9511719,0.25073242,0.23925781,0.26171875,0.578125,0.953125,-0.042639,0.039101,1.0196149,0.047800206,0.0364992,-0.00015271631,0.42826,-0.36498,-0.91784
0.25073242,0.94970703,0.30322266,0.17480469,0.3635254,0.6538086,0.953125,-0.043676,0.040748,1.015467,0.04566218,0.030543264,0,0.43442002,-0.36694,-0.91784
0.31640625,0.9477539,0.25,0.24072266,0.25878906,0.5761719,0.951416,-0.043005,0.040626,1.0188221,0.044898596,0.036346484,-0.0013744469,0.43106,-0.36386,-0.91503996
0.25,0.95166016,0.30419922,0.17163086,0.36523438,0.65625,0.95336914,-0.044957,0.040199,1.0190051,0.043829583,0.03283401,0.00045814892,0.43694,-0.36946,-0.91434
0.31762695,0.95166016,0.25048828,0.24169922,0.2578125,0.5761719,0.95336914,-0.042456,0.037149,1.013149,0.040927973,0.03283401,-0.00045814892,0.42826,-0.37086,-0.91209996
0.25,0.95166016,0.30493164,0.171875,0.3671875,0.65625,0.95336914,-0.042761,0.041053,1.015528,0.045204025,0.032223143,0.00015271631,0.43498,-0.37366,-0.9086
0.31860352,0.95166016,0.24926758,0.24291992,0.25610352,0.5749512,0.95336914,-0.045872003,0.040260002,1.01504,0.04276057,0.02977968,-0.00030543262,0.43834,-0.3675,-0.91223997
0.24804688,0.95166016,0.30566406,0.17138672,0.36743164,0.6569824,0.95336914,-0.040809,0.039101,1.017236,0.04260785,0.031459562,-0.002443461,0.43414003,-0.37142003,-0.91644
0.31835938,0.9526367,0.25,0.24365234,0.25585938,0.5744629,0.9538574,-0.046299,0.040809,1.016565,0.04352415,0.030695979,0.00030543262,0.44142002,-0.36526,-0.90748
