0.28320313,0.94873047,0.2758789,0.2109375,0.30688477,0.60595703,0.9494629,-0.053375,-0.076616,1.016626,0.06918049,0.034666605,-0.022143865,0.13678,-0.24261999,-0.74858004
0.27075195,0.9477539,0.28466797,0.19995117,0.32421875,0.6201172,0.9494629,-0.060756,-0.065453,1.03395,0.04138612,0.025350908,0.0077885315,0.13006,-0.24234,-0.74116
0.28222656,0.9472656,0.2763672,0.2121582,0.3076172,0.60717773,0.9494629,-0.063013,-0.061793,1.035048,0.082619525,0.08216138,0.024129178,0.13622001,-0.24654001,-0.75138
0.27246094,0.94677734,0.28466797,0.19970703,0.32617188,0.62109375,0.95043945,-0.064660005,-0.067466006,1.011868,0.02076942,0.086895585,-0.03481932,0.14126,-0.25102,-0.74368
0.28442383,0.9477539,0.27685547,0.2109375,0.30786133,0.60839844,0.94921875,-0.055510003,-0.060939,1.010221,0.037873648,0.079107046,-0.064446285,0.13986,-0.24878,-0.74452
0.27246094,0.9477539,0.2854004,0.20019531,0.3251953,0.62109375,0.94921875,-0.055388,-0.066612,0.997533,0.08384126,0.039095376,-0.005345071,0.14434,-0.24738,-0.74802
0.2841797,0.9477539,0.2775879,0.21044922,0.3071289,0.60791016,0.94921875,-0.063074,-0.083326004,1.0186391,0.1160644,0.05222898,-0.021227567,0.13874,-0.24458,-0.74592
0.27270508,0.9477539,0.28466797,0.20043945,0.32421875,0.6201172,0.9499512,-0.043615002,-0.078934,1.010587,0.052687127,0.03604105,-0.036804635,0.13762,-0.24738,-0.73990005
0.2824707,0.9477539,0.27539063,0.21118164,0.3071289,0.60717773,0.94921875,-0.050386,-0.0793,1.01321,0.014660765,0.05024367,-0.019547688,0.1379,-0.24458,-0.74326
0.27075195,0.9477539,0.28393555,0.19921875,0.32470703,0.6203613,0.94921875,-0.051484,-0.084851,1.007659,0.031306844,0.06582073,0.015882498,0.13426,-0.24625999,-0.74396
0.28222656,0.9472656,0.27539063,0.21142578,0.30908203,0.6074219,0.9494629,-0.053314,-0.069601,1.003999,-0.011453724,-0.0074830996,0.05665775,0.14097999,-0.24430001,-0.74858004
0.27197266,0.9477539,0.28515625,0.19970703,0.32495117,0.6203613,0.9494629,-0.060573,-0.079788,1.0241901,0.1085813,0.0852157,0.00015271631,0.13818,-0.2415,-0.74508
0.2841797,0.94677734,0.27661133,0.21240234,0.3076172,0.60717773,0.94921875,-0.045201,-0.077348,1.000644,0.07513642,0.059406646,-0.043066002,0.14014,-0.24234,-0.74802
0.27246094,0.9472656,0.2836914,0.19995117,0.32226563,0.61865234,0.94921875,-0.058133,-0.07307801,1.017846,0.065973446,0.013591751,-0.032986723,0.14014,-0.24178,-0.74592
0.28125,0.94677734,0.27539063,0.20947266,0.3046875,0.60498047,0.94921875,-0.054595,-0.078019,1.0366341,0.10751228,0.029932398,-0.031764995,0.1379,-0.24458,-0.74452
0.2697754,0.94677734,0.28051758,0.19824219,0.31884766,0.6147461,0.9511719,-0.058011003,-0.086986,1.017663,0.0664316,0.06856962,-0.0290161,0.13566001,-0.24234,-0.74382
0.27856445,0.94799805,0.2722168,0.20727539,0.30297852,0.6040039,0.9494629,-0.063928,-0.091805,1.0279111,-0.059406646,0.020463986,-0.019853123,0.13061999,-0.24122,-0.74102
0.26757813,0.9501953,0.27514648,0.19604492,0.30859375,0.60791016,0.953125,-0.074298,-0.076921,1.0187,-0.13225232,0.022602012,0.034666605,0.13902001,-0.24794,-0.74452
0.27075195,0.9477539,0.25439453,0.19873047,0.2734375,0.5805664,0.9499512,-0.072163,-0.084729,1.041392,-0.115911685,-0.009468412,0.06612616,0.1309,-0.25242,-0.74914
0.24609375,0.9458008,0.26953125,0.17358398,0.30566406,0.60546875,0.94921875,-0.061244,-0.077958,1.043344,-0.11713341,0.08506299,-0.007635816,0.13397999,-0.25242,-0.7511
0.26367188,0.9477539,0.2697754,0.19384766,0.3059082,0.6057129,0.94921875,-0.071797,-0.057645,0.988383,-0.13133603,0.07635816,-0.007941249,0.1407,-0.2499,-0.74522
0.26464844,0.94677734,0.28857422,0.19360352,0.33740234,0.62890625,0.94921875,-0.090097,-0.012688,1.030229,-0.12064588,-0.08582657,0.013133602,0.14097999,-0.25746,-0.74535996
0.2890625,0.9472656,0.29296875,0.21679688,0.3388672,0.63134766,0.94921875,-0.054046,-0.005612,1.013088,-0.08582657,-0.022907447,-0.15668695,0.13258,-0.25801998,-0.74984
